Time,Setpoint,Measured,Control,P_Term,I_Term,D_Term,Anti_Windup
20.1,5,4.91136,4.96219,0.212742,4.74594,0.00351488,0
20.15,5,4.91302,4.95148,0.208761,4.74802,-0.00530733,0
20.2,5,4.91463,4.9498,0.204889,4.75007,-0.00516368,0
20.25,5,4.91856,4.93488,0.195446,4.75203,-0.0125897,0
20.3,5,4.92498,4.91337,0.180059,4.75383,-0.0205169,0
20.35,5,4.92886,4.91385,0.17074,4.75554,-0.0124247,0
20.4,5,4.92349,4.95816,0.183618,4.75737,0.0171704,0
20.45,5,4.92483,4.93528,0.180397,4.75918,-0.00429426,0
20.5,5,4.92008,4.96811,0.191805,4.76109,0.0152101,0
20.55,5,4.92168,4.9458,0.187957,4.76297,-0.00513073,0
20.6,5,4.92139,4.95448,0.188671,4.76486,0.000952257,0
20.65,5,4.92512,4.93444,0.179721,4.76666,-0.011934,0
20.7,5,4.92767,4.93384,0.173602,4.76839,-0.00815846,0
20.75,5,4.92109,4.98073,0.189392,4.77029,0.0210533,0
20.8,5,4.92104,4.96184,0.189506,4.77218,0.000151845,0
20.85,5,4.92082,4.96483,0.190039,4.77408,0.00071075,0
20.9,5,4.92719,4.93019,0.174749,4.77583,-0.0203862,0
20.95,5,4.93727,4.8956,0.150541,4.77734,-0.0322778,0
21,5,4.94095,4.90873,0.141727,4.77875,-0.0117518,0
21.05,5,4.93837,4.93638,0.147908,4.78023,0.00824125,0
21.1,5,4.93057,4.97352,0.166643,4.7819,0.0249801,0
21.15,5,4.94494,4.86934,0.132135,4.78322,-0.0460105,0
21.2,5,4.95365,4.86773,0.111247,4.78433,-0.0278508,0
21.25,5,4.9436,4.9532,0.135362,4.78569,0.032153,0
21.3,5,4.93971,4.9443,0.144708,4.78713,0.0124614,0
21.35,5,4.93463,4.96184,0.15689,4.7887,0.0162435,0
21.4,5,4.93647,4.93681,0.152471,4.79023,-0.00589215,0
21.45,5,4.93531,4.95073,0.15525,4.79178,0.00370527,0
21.5,5,4.93563,4.94681,0.154496,4.79332,-0.00100577,0
21.55,5,4.93676,4.94301,0.151786,4.79484,-0.0036136,0
21.6,5,4.93463,4.96009,0.156882,4.79641,0.00679555,0
21.65,5,4.93629,4.94553,0.152899,4.79794,-0.00531038,0
21.7,5,4.93573,4.95555,0.154259,4.79948,0.0018129,0
21.75,5,4.93792,4.94292,0.148983,4.80097,-0.00703476,0
21.8,5,4.93846,4.94842,0.147694,4.80245,-0.00171892,0
21.85,5,4.9425,4.92889,0.137993,4.80383,-0.0129343,0
21.9,5,4.94207,4.94565,0.139037,4.80522,0.00139232,0
21.95,5,4.94694,4.91827,0.127353,4.80649,-0.0155794,0
22,5,4.94767,4.931,0.125594,4.80775,-0.00234511,0
22.05,5,4.94521,4.94844,0.131501,4.80906,0.00787593,0
22.1,5,4.94636,4.9354,0.128738,4.81035,-0.00368418,0
22.15,5,4.93822,4.98617,0.148279,4.81183,0.0260545,0
22.2,5,4.93377,4.98663,0.158961,4.81342,0.0142437,0
22.25,5,4.94713,4.89883,0.126893,4.81469,-0.0427572,0
22.3,5,4.93947,4.98591,0.145267,4.81615,0.0244985,0
22.35,5,4.94618,4.92513,0.129166,4.81744,-0.0214686,0
22.4,5,4.94423,4.95885,0.133842,4.81878,0.00623499,0
22.45,5,4.95219,4.90919,0.114738,4.81992,-0.0254723,0
22.5,5,4.94085,4.99957,0.141949,4.82134,0.0362814,0
22.55,5,4.95019,4.91218,0.119534,4.82254,-0.0298869,0
22.6,5,4.95124,4.93738,0.11702,4.82371,-0.00335183,0
22.65,5,4.95303,4.93182,0.11272,4.82483,-0.00573366,0
22.7,5,4.94531,4.9821,0.131249,4.82615,0.0247054,0
22.75,5,4.95191,4.92162,0.115422,4.8273,-0.0211027,0
22.8,5,4.94372,4.98993,0.135075,4.82865,0.0262047,0
22.85,5,4.9512,4.923,0.117117,4.82982,-0.0239448,0
22.9,5,4.94896,4.96071,0.122492,4.83105,0.00716743,0
22.95,5,4.95996,4.8929,0.09609,4.83201,-0.0352029,0
23,5,4.95841,4.93777,0.0998077,4.83301,0.00495681,0
23.05,5,4.9464,5.00137,0.128637,4.83429,0.0384388,0
23.1,5,4.95579,4.9114,0.106099,4.83535,-0.0300502,0
23.15,5,4.94598,4.99769,0.129645,4.83665,0.0313946,0
23.2,5,4.95413,4.92175,0.110081,4.83775,-0.0260849,0
23.25,5,4.94796,4.98364,0.124893,4.839,0.0197492,0
23.3,5,4.94926,4.95785,0.12178,4.84022,-0.00415114,0
23.35,5,4.93978,5.0165,0.144517,4.84166,0.0303158,0
23.4,5,4.95436,4.90565,0.109535,4.84276,-0.046642,0
23.45,5,4.9369,5.05161,0.151451,4.84427,0.0558874,0
23.5,5,4.94881,4.93022,0.122851,4.8455,-0.0381331,0
23.55,5,4.94592,4.98583,0.129785,4.8468,0.00924579,0
23.6,5,4.94607,4.97708,0.129441,4.84809,-0.000458672,0
23.65,5,4.94887,4.96305,0.122708,4.84932,-0.0089781,0
23.7,5,4.94969,4.96865,0.120742,4.85053,-0.00262124,0
23.75,5,4.94335,5.00816,0.135967,4.85189,0.0203008,0
23.8,5,4.95122,4.94495,0.117075,4.85306,-0.0251897,0
23.85,5,4.94817,4.98846,0.124398,4.8543,0.00976347,0
23.9,5,4.95701,4.93024,0.103187,4.85534,-0.0282815,0
23.95,5,4.95486,4.9716,0.108329,4.85642,0.00685616,0
24,5,4.96696,4.89779,0.0792941,4.85721,-0.0387128,0
24.05,5,4.9554,5.0023,0.107033,4.85828,0.0369856,0
24.1,5,4.95965,4.94249,0.096836,4.85925,-0.0135964,0
24.15,5,4.96041,4.95279,0.0950159,4.8602,-0.00242684,0
24.2,5,4.95186,5.00425,0.115534,4.86136,0.0273578,0
24.25,5,4.94961,4.99071,0.120939,4.86257,0.00720663,0
24.3,5,4.95751,4.94027,0.101974,4.86358,-0.0252873,0
24.35,5,4.96046,4.95,0.0948997,4.86453,-0.00943198,0
24.4,5,4.95802,4.97409,0.100748,4.86554,0.00779726,0
24.45,5,4.96635,4.92047,0.0807662,4.86635,-0.026642,0
24.5,5,4.95839,4.99267,0.0998625,4.86735,0.0254618,0
24.55,5,4.96117,4.95257,0.0931873,4.86828,-0.00890029,0
24.6,5,4.95203,5.01381,0.115126,4.86943,0.0292518,0
24.65,5,4.94972,4.99869,0.120665,4.87064,0.0073847,0
24.7,5,4.95083,4.98627,0.118002,4.87182,-0.00354993,0
24.75,5,4.95655,4.95884,0.104277,4.87286,-0.0183008,0
24.8,5,4.95592,4.98175,0.105799,4.87392,0.00202918,0
24.85,5,4.96536,4.92765,0.0831279,4.87475,-0.0302275,0
24.9,5,4.96969,4.93436,0.0727393,4.87548,-0.0138514,0
24.95,5,4.97228,4.93441,0.0665378,4.87614,-0.00826867,0
25,5,4.96656,4.97552,0.0802676,4.87695,0.0183063,0
25.05,5,4.96973,4.94016,0.0726465,4.87767,-0.0101614,0
25.1,5,4.96599,4.97211,0.0816357,4.87849,0.0119856,0
25.15,5,4.96521,4.96531,0.0834994,4.87932,0.00248489,0
25.2,5,4.96791,4.94845,0.077009,4.88009,-0.00865394,0
25.25,5,4.96581,4.96972,0.0820668,4.88091,0.00674374,0
25.3,5,4.96753,4.95408,0.0779201,4.88169,-0.00552891,0
25.35,5,4.96603,4.96886,0.0815317,4.88251,0.00481551,0
25.4,5,4.96288,4.98259,0.089098,4.8834,0.0100884,0
25.45,5,4.95931,4.99343,0.0976514,4.88438,0.0114046,0
25.5,5,4.97388,4.90108,0.0626927,4.885,-0.0466116,0
25.55,5,4.96271,5.01113,0.0894952,4.8859,0.0357366,0
25.6,5,4.96868,4.94272,0.0751688,4.88665,-0.0191019,0
25.65,5,4.96376,4.99026,0.0869849,4.88752,0.0157548,0
25.7,5,4.9602,4.99536,0.0955139,4.88847,0.011372,0
25.75,5,4.95573,5.01008,0.106242,4.88954,0.0143045,0
25.8,5,4.95852,4.98119,0.0995612,4.89053,-0.00890806,0
25.85,5,4.96722,4.94215,0.0786762,4.89132,-0.0278468,0
25.9,5,4.96414,4.98809,0.086064,4.89218,0.00985047,0
25.95,5,4.9616,4.99339,0.0921592,4.8931,0.00812689,0
26,5,4.96141,4.98724,0.0926113,4.89403,0.000602853,0
26.05,5,4.96525,4.966,0.0834099,4.89486,-0.0122686,0
26.1,5,4.96184,4.99827,0.0915888,4.89578,0.0109052,0
26.15,5,4.96894,4.94833,0.074539,4.89652,-0.022733,0
26.2,5,4.96655,4.98525,0.0802775,4.89733,0.00765135,0
26.25,5,4.96621,4.98031,0.0810913,4.89814,0.00108507,0
26.3,5,4.96602,4.98113,0.0815558,4.89895,0.000619218,0
26.35,5,4.97196,4.94793,0.0673039,4.89962,-0.0190024,0
26.4,5,4.97195,4.96766,0.0673297,4.9003,3.43381e-05,0
26.45,5,4.96785,4.99135,0.0771635,4.90107,0.0131118,0
26.5,5,4.95961,5.02532,0.0969265,4.90204,0.0263507,0
26.55,5,4.96841,4.95046,0.075812,4.9028,-0.0281527,0
26.6,5,4.96247,5.01281,0.0900834,4.9037,0.0190285,0
26.65,5,4.97018,4.95128,0.0715599,4.90441,-0.0246979,0
26.7,5,4.96993,4.97813,0.0721755,4.90514,0.000820686,0
26.75,5,4.97226,4.96494,0.0665862,4.9058,-0.00745229,0
26.8,5,4.97409,4.96273,0.062181,4.90642,-0.00587367,0
26.85,5,4.98157,4.92715,0.0442241,4.90687,-0.0239425,0
26.9,5,4.97593,4.98327,0.05777,4.90744,0.0180612,0
26.95,5,4.97626,4.96393,0.056977,4.90801,-0.00105733,0
27,5,4.97117,4.99421,0.0692026,4.9087,0.0163007,0
27.05,5,4.97705,4.94553,0.0550913,4.90926,-0.018815,0
27.1,5,4.97884,4.95481,0.0507869,4.90976,-0.00573915,0
27.15,5,4.97832,4.96398,0.0520335,4.91028,0.00166211,0
27.2,5,4.98327,4.93498,0.0401446,4.91069,-0.0158519,0
27.25,5,4.98397,4.94731,0.0384701,4.91107,-0.00223263,0
27.3,5,4.97616,4.99387,0.0572225,4.91164,0.0250032,0
27.35,5,4.96957,5.00646,0.0730226,4.91237,0.0210667,0
27.4,5,4.97258,4.96919,0.0657976,4.91303,-0.00963339,0
27.45,5,4.97382,4.97256,0.0628428,4.91366,-0.0039397,0
27.5,5,4.97236,4.9853,0.0663296,4.91432,0.00464905,0
27.55,5,4.97241,4.98102,0.066205,4.91498,-0.000166144,0
27.6,5,4.96625,5.01653,0.0810053,4.91579,0.0197338,0
27.65,5,4.97514,4.94759,0.0596579,4.91639,-0.0284633,0
27.7,5,4.96922,5.00996,0.0738765,4.91713,0.0189582,0
27.75,5,4.98037,4.92902,0.0471082,4.9176,-0.0356911,0
27.8,5,4.977,4.98416,0.0552072,4.91815,0.0107986,0
27.85,5,4.98053,4.95403,0.0467239,4.91862,-0.011311,0
27.9,5,4.98131,4.96143,0.0448563,4.91907,-0.0024901,0
27.95,5,4.97983,4.9727,0.0484092,4.91955,0.00473715,0
28,5,4.98082,4.9629,0.0460417,4.92001,-0.00315664,0
28.05,5,4.97351,5.00761,0.0635779,4.92065,0.0233816,0
28.1,5,4.98107,4.94233,0.0454268,4.9211,-0.0242015,0
28.15,5,4.97879,4.97982,0.0509063,4.92161,0.00730601,0
28.2,5,4.97484,4.99525,0.0603901,4.92222,0.012645,0
28.25,5,4.97812,4.96476,0.0525168,4.92274,-0.0104978,0
28.3,5,4.98172,4.95555,0.043882,4.92318,-0.011513,0
28.35,5,4.97681,4.9951,0.0556617,4.92374,0.0157063,0
28.4,5,4.97098,5.01275,0.0696584,4.92443,0.0186623,0
28.45,5,4.97404,4.97754,0.0622987,4.92506,-0.00981289,0
28.5,5,4.98028,4.95287,0.0473164,4.92553,-0.0199764,0
28.55,5,4.97857,4.98294,0.0514226,4.92604,0.00547489,0
28.6,5,4.97704,4.98663,0.0551131,4.92659,0.00492071,0
28.65,5,4.9765,4.9853,0.0564093,4.92716,0.0017282,0
28.7,5,4.97467,4.99439,0.0607877,4.92777,0.00583785,0
28.75,5,4.97368,4.99476,0.0631754,4.9284,0.00318363,0
28.8,5,4.98223,4.94408,0.0426375,4.92883,-0.0273838,0
28.85,5,4.97579,5.00814,0.0581053,4.92941,0.0206238,0
28.9,5,4.97636,4.98488,0.0567333,4.92997,-0.00182936,0
28.95,5,4.97701,4.9836,0.0551655,4.93053,-0.00209044,0
29,5,4.9704,5.02344,0.071041,4.93124,0.0211674,0
29.05,5,4.96722,5.02086,0.0786666,4.93202,0.0101673,0
29.1,5,4.97287,4.97969,0.0651037,4.93267,-0.0180839,0
29.15,5,4.97476,4.98782,0.0605755,4.93328,-0.00603754,0
29.2,5,4.97839,4.97402,0.0518533,4.9338,-0.0116296,0
29.25,5,4.97605,4.99936,0.0574844,4.93437,0.00750808,0
29.3,5,4.98115,4.96377,0.0452518,4.93482,-0.0163102,0
29.35,5,4.9713,5.03587,0.0688689,4.93551,0.0314896,0
29.4,5,4.97619,4.9776,0.0571446,4.93608,-0.0156324,0
29.45,5,4.97242,5.01502,0.0662016,4.93675,0.012076,0
29.5,5,4.97093,5.01194,0.0697571,4.93744,0.0047406,0
29.55,5,4.9808,4.95244,0.0460896,4.93791,-0.0315567,0
29.6,5,4.97929,4.99291,0.0496983,4.9384,0.00481161,0
29.65,5,4.98081,4.98006,0.0460555,4.93886,-0.0048571,0
29.7,5,4.98344,4.97061,0.039751,4.93926,-0.00840597,0
29.75,5,4.98526,4.96915,0.0353722,4.93961,-0.00583841,0
29.8,5,4.98428,4.98083,0.037717,4.93999,0.00312641,0
29.85,5,4.98167,4.99281,0.0439999,4.94043,0.00837723,0
29.9,5,4.97606,5.01641,0.0574579,4.94101,0.017944,0
29.95,5,4.97687,4.9945,0.0555203,4.94156,-0.00258345,0
30,5,4.97751,4.994,0.0539702,4.9421,-0.00206687,0
30.05,5,4.98208,4.97093,0.043013,4.94253,-0.0146096,0
30.1,5,4.98264,4.98281,0.0416627,4.94295,-0.00180037,0
30.15,5,4.97809,5.01064,0.0525914,4.94347,0.0145716,0
30.2,5,4.98029,4.98417,0.0472927,4.94395,-0.00706498,0
30.25,5,4.97664,5.01226,0.0560615,4.94451,0.0116917,0
30.3,5,4.97838,4.99137,0.0518962,4.94503,-0.00555365,0
30.35,5,4.98037,4.98623,0.0471118,4.9455,-0.00637923,0
30.4,5,4.9817,4.9856,0.0439214,4.94594,-0.00425383,0
30.45,5,4.98713,4.95973,0.0308792,4.94625,-0.0173897,0
30.5,5,4.98522,4.98817,0.0354617,4.9466,0.00610999,0
30.55,5,4.98417,4.98836,0.0379996,4.94698,0.00338394,0
30.6,5,4.98397,4.98648,0.0384796,4.94736,0.000640036,0
30.65,5,4.99371,4.93144,0.0150988,4.94752,-0.0311745,0
30.7,5,4.98385,5.01823,0.0387676,4.9479,0.0315585,0
30.75,5,4.98952,4.95518,0.0251633,4.94815,-0.0181391,0
30.8,5,4.99225,4.95818,0.0185959,4.94834,-0.00875653,0
30.85,5,4.98478,5.00916,0.0365356,4.94871,0.0239197,0
30.9,5,4.98009,5.01195,0.0477784,4.94918,0.0149903,0
30.95,5,4.98884,4.94823,0.0267798,4.94945,-0.0279981,0
31,5,4.97799,5.03753,0.052825,4.94998,0.0347269,0
31.05,5,4.99565,4.904,0.0104352,4.95008,-0.0565197,0
31.1,5,4.99086,4.98755,0.0219267,4.9503,0.015322,0
31.15,5,4.98564,5.00182,0.0344619,4.95065,0.0167136,0
31.2,5,4.98463,4.99114,0.0368872,4.95102,0.00323375,0
31.25,5,4.98556,4.98306,0.0346639,4.95136,-0.00296443,0
31.3,5,4.98551,4.98661,0.0347645,4.95171,0.000134134,0
31.35,5,4.99233,4.94848,0.0184001,4.9519,-0.0218192,0
31.4,5,4.98777,4.99613,0.0293482,4.95219,0.0145975,0
31.45,5,4.98984,4.97019,0.0243806,4.95243,-0.00662345,0
31.5,5,4.99485,4.94887,0.0123526,4.95256,-0.0160374,0
31.55,5,4.98057,5.04539,0.0466438,4.95302,0.0457217,0
31.6,5,4.98885,4.95356,0.0267687,4.95329,-0.0265003,0
31.65,5,4.99201,4.96256,0.0191854,4.95348,-0.010111,0
31.7,5,4.98993,4.98454,0.0241712,4.95372,0.00664777,0
31.75,5,4.98107,5.02797,0.0454378,4.95418,0.0283554,0
31.8,5,4.98953,4.95248,0.0251293,4.95443,-0.027078,0
31.85,5,4.9828,5.01764,0.041274,4.95484,0.0215263,0
31.9,5,4.98417,4.98886,0.038003,4.95522,-0.00436131,0
31.95,5,4.98663,4.97973,0.0320832,4.95554,-0.00789308,0
32,5,4.9895,4.97183,0.0252057,4.9558,-0.00916991,0
32.05,5,4.98248,5.02071,0.0420457,4.95622,0.0224533,0
32.1,5,4.98438,4.988,0.037489,4.95659,-0.0060756,0
32.15,5,4.97637,5.0395,0.0567135,4.95716,0.0256327,0
32.2,5,4.98709,4.95416,0.0309888,4.95747,-0.0342995,0
32.25,5,4.98939,4.97581,0.0254582,4.95772,-0.00737418,0
32.3,5,4.99651,4.9434,0.00837509,4.95781,-0.0227775,0
32.35,5,4.98652,5.02244,0.0323469,4.95813,0.0319624,0
32.4,5,4.99114,4.96483,0.0212656,4.95834,-0.014775,0
32.45,5,4.98411,5.01933,0.0381251,4.95872,0.0224793,0
32.5,5,4.99014,4.96336,0.0236697,4.95896,-0.019274,0
32.55,5,4.98947,4.98664,0.0252812,4.95921,0.00214873,0
32.6,5,4.98812,4.99231,0.0285081,4.9595,0.00430254,0
32.65,5,5.00142,4.91353,-0.00339605,4.95946,-0.0425389,0
32.7,5,4.98343,5.05719,0.0397724,4.95986,0.0575579,0
32.75,5,4.98396,4.99704,0.0384936,4.96025,-0.001705,0
32.8,5,4.98712,4.98135,0.0309098,4.96056,-0.0101118,0
32.85,5,4.99434,4.95118,0.0135862,4.96069,-0.0230981,0
32.9,5,4.99347,4.9793,0.0156693,4.96085,0.00277747,0
32.95,5,4.99067,4.99243,0.0223942,4.96107,0.00896661,0
33,5,4.98679,5.00548,0.0316942,4.96139,0.0123999,0
33.05,5,4.99093,4.97014,0.0217662,4.96161,-0.0132374,0
33.1,5,4.98315,5.02736,0.0404433,4.96201,0.0249028,0
33.15,5,4.98636,4.98481,0.0327422,4.96234,-0.0102681,0
33.2,5,4.98829,4.98455,0.0281089,4.96262,-0.00617776,0
33.25,5,4.98984,4.98229,0.0243888,4.96286,-0.00496014,0
33.3,5,4.98177,5.0329,0.0437626,4.9633,0.0258317,0
33.35,5,4.99065,4.95754,0.0224407,4.96353,-0.0284292,0
33.4,5,4.98841,4.99876,0.0278045,4.9638,0.00715169,0
33.45,5,4.98467,5.01293,0.0367841,4.96417,0.0119728,0
33.5,5,4.99557,4.94004,0.0106333,4.96428,-0.0348677,0
33.55,5,4.98846,5.01498,0.0276867,4.96455,0.0227379,0
33.6,5,4.99245,4.9701,0.0181205,4.96474,-0.012755,0
33.65,5,4.98692,5.01416,0.0314032,4.96505,0.0177102,0
33.7,5,4.98102,5.02991,0.0455474,4.96551,0.018859,0
33.75,5,4.98691,4.97838,0.0314113,4.96582,-0.0188481,0
33.8,5,4.9895,4.98298,0.0251976,4.96607,-0.00828501,0
33.85,5,4.98525,5.01545,0.0354094,4.96643,0.0136157,0
33.9,5,4.98116,5.02516,0.0452119,4.96688,0.01307,0
33.95,5,4.98322,5.00096,0.0402713,4.96728,-0.00658744,0
34,5,4.97953,5.02872,0.0491346,4.96777,0.0118178,0
34.05,5,4.98153,5.00611,0.0443167,4.96822,-0.00642391,0
34.1,5,4.98269,5.0065,0.041554,4.96863,-0.00368365,0
34.15,5,4.98146,5.01752,0.044508,4.96908,0.00393869,0
34.2,5,4.98246,5.00835,0.0420858,4.9695,-0.00322953,0
34.25,5,4.98669,4.98826,0.0319521,4.96982,-0.0135117,0
34.3,5,4.98491,5.01208,0.0362171,4.97018,0.00568662,0
34.35,5,4.97964,5.03638,0.0488601,4.97067,0.0168573,0
34.4,5,4.98907,4.96698,0.026227,4.97093,-0.0301774,0
34.45,5,4.98849,5.00068,0.0276171,4.97121,0.00185342,0
34.5,5,4.98589,5.01374,0.0338634,4.97154,0.00832842,0
34.55,5,4.9848,5.01189,0.0364861,4.97191,0.00349703,0
34.6,5,4.98637,4.9999,0.0327035,4.97224,-0.00504358,0
34.65,5,4.98332,5.02243,0.0400265,4.97264,0.00976409,0
34.7,5,4.98469,5.00539,0.0367504,4.973,-0.00436814,0
34.75,5,4.98368,5.0158,0.0391719,4.9734,0.00322866,0
34.8,5,4.98917,4.98207,0.0259896,4.97366,-0.0175764,0
34.85,5,4.98724,5.01077,0.0306283,4.97396,0.00618493,0
34.9,5,4.98529,5.01583,0.0352939,4.97431,0.00622084,0
34.95,5,4.98607,5.00559,0.0334283,4.97465,-0.0024875,0
35,5,4.99092,4.98113,0.0217873,4.97487,-0.0155213,0
35.05,5,4.98865,5.00967,0.0272481,4.97514,0.0072811,0
35.1,5,4.98914,4.99987,0.0260561,4.9754,-0.00158939,0
35.15,5,4.99257,4.98243,0.0178273,4.97558,-0.0109717,0
35.2,5,4.98713,5.02417,0.0308796,4.97589,0.017403,0
35.25,5,4.99443,4.96605,0.0133732,4.97602,-0.0233418,0
35.3,5,4.98416,5.04729,0.038022,4.9764,0.032865,0
35.35,5,4.99252,4.9678,0.0179622,4.97658,-0.0267464,0
35.4,5,4.98925,5.01309,0.0258,4.97684,0.0104505,0
35.45,5,4.98964,5.0007,0.0248621,4.97709,-0.00125054,0
35.5,5,4.98586,5.02344,0.0339255,4.97743,0.0120845,0
35.55,5,4.99399,4.96601,0.0144315,4.97757,-0.025992,0
35.6,5,4.98752,5.02853,0.0299561,4.97787,0.0206995,0
35.65,5,4.98876,5.00115,0.0269803,4.97814,-0.00396775,0
35.7,5,4.99533,4.9684,0.0111969,4.97825,-0.0210445,0
35.75,5,4.98849,5.02808,0.0276348,4.97853,0.0219173,0
35.8,5,4.99951,4.94441,0.00116599,4.97854,-0.0352918,0
35.85,5,5.00078,4.97259,-0.00187464,4.97852,-0.00405418,0
35.9,5,5.00589,4.94792,-0.0141269,4.97838,-0.0163363,0
35.95,5,5.00381,4.97576,-0.00915411,4.97829,0.00663036,0
36,5,5.00895,4.94016,-0.0214807,4.97807,-0.0164354,0
36.05,5,5.00317,4.98888,-0.00761206,4.978,0.0184915,0
36.1,5,5.00068,4.9843,-0.00164326,4.97798,0.0079584,0
36.15,5,5.00707,4.94044,-0.0169566,4.97781,-0.0204178,0
36.2,5,4.99567,5.02479,0.0104003,4.97792,0.0364758,0
36.25,5,5.00006,4.96372,-0.000137962,4.97791,-0.014051,0
36.3,5,4.98593,5.05725,0.0337767,4.97825,0.0452195,0
36.35,5,4.99152,4.98089,0.0203452,4.97846,-0.0179086,0
36.4,5,4.9907,5.00362,0.0223171,4.97868,0.00262914,0
36.45,5,4.9967,4.96747,0.00791605,4.97876,-0.0192013,0
36.5,5,4.99504,4.99608,0.0118945,4.97888,0.00530455,0
36.55,5,5.00107,4.957,-0.0025671,4.97885,-0.0192821,0
36.6,5,4.98858,5.04652,0.0274159,4.97912,0.0399773,0
36.65,5,4.99597,4.96522,0.00966371,4.97922,-0.0236695,0
36.7,5,4.99709,4.98268,0.00697639,4.97929,-0.0035831,0
36.75,5,5.00558,4.93863,-0.013384,4.97916,-0.0271471,0
36.8,5,4.99343,5.03397,0.0157757,4.97932,0.0388796,0
36.85,5,4.99697,4.97531,0.00726791,4.97939,-0.0113437,0
36.9,5,5.00046,4.9671,-0.00111027,4.97938,-0.0111709,0
36.95,5,4.9917,5.02756,0.0199281,4.97958,0.0280512,0
37,5,4.99001,5.00919,0.0239754,4.97982,0.00539631,0
37.05,5,4.98897,5.00988,0.0264729,4.98008,0.00332999,0
37.1,5,4.99944,4.94795,0.00135346,4.98009,-0.0334925,0
37.15,5,4.99964,4.98034,0.000875972,4.9801,-0.000636646,0
37.2,5,5.00397,4.95661,-0.00952622,4.98001,-0.0138696,0
37.25,5,4.99829,5.00233,0.00410396,4.98005,0.0181736,0
37.3,5,5.0014,4.96669,-0.00336449,4.98001,-0.00995793,0
37.35,5,4.99345,5.02134,0.0157218,4.98017,0.0254484,0
37.4,5,4.99218,5.00321,0.0187766,4.98036,0.00407303,0
37.45,5,4.99338,4.99253,0.0158785,4.98052,-0.00386406,0
37.5,5,4.99503,4.98732,0.0119374,4.98064,-0.0052549,0
37.55,5,5.00082,4.96013,-0.00195863,4.98062,-0.018528,0
37.6,5,4.98217,5.08348,0.0427803,4.98105,0.0596519,0
37.65,5,4.98817,4.99052,0.0283854,4.98133,-0.0191932,0
37.7,5,4.99565,4.96792,0.0104285,4.98143,-0.0239425,0
37.75,5,4.9967,4.98607,0.0079124,4.98151,-0.00335484,0
37.8,5,4.99293,5.01074,0.016973,4.98168,0.0120808,0
37.85,5,4.988,5.02652,0.0287914,4.98197,0.0157579,0
37.9,5,4.9916,4.99082,0.0201583,4.98217,-0.0115108,0
37.95,5,4.99775,4.96796,0.00540283,4.98223,-0.019674,0
38,5,4.98719,5.04705,0.0307357,4.98253,0.0337771,0
38.05,5,4.99213,4.9858,0.018883,4.98272,-0.0158035,0
38.1,5,4.99292,4.99739,0.0170029,4.98289,-0.00250686,0
38.15,5,4.99839,4.96927,0.00386054,4.98293,-0.0175231,0
38.2,5,4.99777,4.99034,0.00535886,4.98299,0.00199777,0
38.25,5,4.99397,5.00974,0.0144647,4.98313,0.0121411,0
38.3,5,5.00165,4.95459,-0.00394842,4.98309,-0.0245508,0
38.35,5,4.9981,4.99903,0.00455719,4.98314,0.0113408,0
38.4,5,4.99845,4.98578,0.00372076,4.98317,-0.00111524,0
38.45,5,4.99168,5.02502,0.0199747,4.98337,0.0216719,0
38.5,5,4.9962,4.97809,0.00911041,4.98346,-0.0144857,0
38.55,5,4.99106,5.02162,0.0214646,4.98368,0.0164723,0
38.6,5,4.9992,4.95956,0.00191931,4.9837,-0.0260604,0
38.65,5,4.9993,4.9851,0.0016885,4.98371,-0.000307745,0
38.7,5,5.00501,4.95331,-0.0120152,4.98359,-0.0182715,0
38.75,5,4.99713,5.01575,0.00688584,4.98366,0.0252013,0
38.8,5,5.00596,4.94098,-0.0142965,4.98352,-0.0282431,0
38.85,5,5.00909,4.95144,-0.0218261,4.9833,-0.0100394,0
38.9,5,5.0021,5.00062,-0.00502862,4.98325,0.0223967,0
38.95,5,5.00591,4.9567,-0.0141912,4.98311,-0.0122168,0
39,5,4.99656,5.02138,0.00825795,4.98319,0.0299322,0
39.05,5,4.99821,4.98223,0.00428629,4.98324,-0.00529555,0
39.1,5,4.9879,5.04557,0.0290401,4.98353,0.0330051,0
39.15,5,4.98523,5.02785,0.0354401,4.98388,0.00853336,0
39.2,5,4.99017,4.99193,0.0236008,4.98412,-0.0157858,0
39.25,5,4.99468,4.98256,0.0127643,4.98424,-0.0144486,0
39.3,5,4.99656,4.98659,0.00826519,4.98433,-0.00599886,0
39.35,5,4.99257,5.0151,0.0178359,4.9845,0.012761,0
39.4,5,4.991,5.01132,0.0215905,4.98472,0.00500612,0
39.45,5,4.99989,4.95658,0.000275216,4.98472,-0.0284204,0
39.5,5,5.00678,4.94623,-0.0162687,4.98456,-0.0220586,0
39.55,5,5.00528,4.97657,-0.0126661,4.98443,0.0048035,0
39.6,5,5.00892,4.95117,-0.0214031,4.98422,-0.0116494,0
39.65,5,5.00441,4.98795,-0.0105854,4.98411,0.0144236,0
39.7,5,5.00251,4.9841,-0.00603125,4.98405,0.00607224,0
39.75,5,5.00684,4.95363,-0.0164133,4.98389,-0.0138428,0
39.8,5,5.00154,4.99711,-0.00369696,4.98385,0.0169552,0
39.85,5,5.0028,4.97301,-0.00672895,4.98379,-0.00404266,0
39.9,5,4.98967,5.05084,0.0247847,4.98403,0.0420183,0
